id_pedido,fecha_pedido,id_cliente,descripcion_pedido,peso,volumen,estado_pedido
729,2023-11-22 20:13:56,84,Etiam justo. Etiam pretium iaculis justo.,90,9.1,pendiente
730,2024-02-07 15:05:31,110,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,60,1.2,en transito
731,2020-08-12 23:41:52,12,Curabitur in libero ut massa volutpat convallis.,60,8.0,entregado
732,2021-01-04 21:56:30,115,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,120,7.2,entregado
733,2020-06-18 18:44:42,57,Phasellus sit amet erat.,150,7.2,en transito
734,2021-10-11 02:53:03,124,Sed accumsan felis. Ut at dolor quis odio consequat varius.,90,8.0,entregado
735,2023-10-25 19:45:37,111,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,60,9.1,cancelado
736,2024-07-27 16:31:53,22,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",60,9.1,en transito
737,2020-07-28 23:44:29,7,Proin eu mi. Nulla ac enim.,90,1.2,cancelado
738,2024-02-20 21:02:34,86,Nulla tempus.,60,8.0,en transito
739,2020-04-25 06:51:24,100,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",60,4.8,entregado
740,2024-02-26 22:39:49,20,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",120,6.0,pendiente
741,2024-05-10 12:38:01,6,In blandit ultrices enim.,15,7.2,pendiente
742,2024-05-27 23:20:56,74,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,30,4.0,entregado
743,2022-02-07 11:31:39,83,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,30,3.1,entregado
744,2020-10-10 06:23:20,137,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,75,7.2,en transito
745,2024-10-23 10:28:14,85,Nulla mollis molestie lorem. Quisque ut erat.,90,3.1,pendiente
746,2021-07-02 15:00:28,45,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,30,3.1,pendiente
747,2024-04-14 18:08:40,19,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",15,4.0,pendiente
748,2024-04-03 18:38:42,95,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",110,1.2,cancelado
749,2021-01-16 23:08:02,20,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",45,4.0,pendiente
750,2023-01-25 02:36:01,11,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",30,7.2,pendiente
751,2021-09-20 06:47:41,59,Proin interdum mauris non ligula pellentesque ultrices.,150,1.2,entregado
752,2020-11-16 13:05:53,25,Vivamus vel nulla eget eros elementum pellentesque.,90,8.0,entregado
753,2022-02-09 09:46:14,47,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,150,8.0,entregado
754,2023-10-06 12:33:51,146,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,30,4.0,entregado
755,2023-08-10 09:46:59,143,Duis consequat dui nec nisi volutpat eleifend.,135,4.0,cancelado
756,2023-08-24 17:31:39,128,Nulla facilisi.,120,7.2,entregado
757,2021-03-08 02:36:39,150,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15,3.1,entregado
758,2021-09-29 23:06:12,30,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",90,6.0,cancelado
759,2021-10-28 17:53:34,77,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,135,7.2,entregado
760,2021-03-31 21:17:20,130,Vivamus vestibulum sagittis sapien.,30,4.8,pendiente
761,2022-10-03 09:06:47,18,Praesent blandit lacinia erat.,135,2.5,pendiente
762,2023-04-22 05:43:22,24,Nulla tellus. In sagittis dui vel nisl.,110,5.5,entregado
763,2020-01-14 02:42:24,136,Cras non velit nec nisi vulputate nonummy.,30,4.0,entregado
764,2020-07-26 01:25:49,83,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",120,7.2,pendiente
765,2022-09-16 13:24:28,111,Etiam vel augue.,120,8.0,pendiente
766,2021-06-16 21:25:22,79,In quis justo. Maecenas rhoncus aliquam lacus.,90,1.2,en transito
767,2022-04-03 23:28:02,31,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,120,4.0,en transito
768,2020-01-27 20:08:17,92,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",45,5.5,pendiente
769,2022-10-05 23:30:44,7,Ut at dolor quis odio consequat varius. Integer ac leo.,135,3.1,entregado
770,2021-04-12 19:26:58,57,Suspendisse potenti.,135,8.0,entregado
771,2023-09-22 01:40:12,22,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",60,8.0,entregado
772,2020-09-22 06:48:52,42,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",15,1.2,cancelado
773,2021-01-23 20:35:48,82,Nullam varius. Nulla facilisi.,30,2.5,en transito
774,2024-05-15 13:19:53,9,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",150,1.2,cancelado
775,2022-07-01 09:37:17,143,Nulla tellus.,60,4.8,en transito
776,2023-09-23 19:53:19,132,Aenean lectus.,150,9.1,en transito
777,2020-09-08 19:57:40,127,Donec vitae nisi.,15,8.0,entregado
778,2022-11-08 21:15:03,117,Nam tristique tortor eu pede.,75,9.1,pendiente
779,2020-08-11 02:35:37,75,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",135,8.0,pendiente
780,2024-09-20 05:01:28,122,Ut tellus.,135,8.0,pendiente
781,2021-01-16 13:31:58,49,Etiam vel augue. Vestibulum rutrum rutrum neque.,120,6.0,pendiente
782,2020-01-26 11:43:37,89,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",45,4.0,entregado
783,2023-05-09 16:22:06,147,Ut tellus.,75,7.2,pendiente
784,2020-06-29 01:26:04,83,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,45,4.0,entregado
785,2024-01-02 00:11:56,82,Donec ut dolor.,60,3.1,cancelado
786,2024-03-15 16:20:55,81,In hac habitasse platea dictumst.,120,8.0,en transito
787,2021-03-16 22:34:56,114,Praesent blandit lacinia erat.,30,3.1,pendiente
788,2023-04-23 00:57:57,38,Quisque porta volutpat erat.,90,1.2,en transito
789,2021-02-28 04:25:43,56,Donec dapibus.,75,1.2,cancelado
790,2024-02-12 00:15:41,12,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",75,7.2,en transito
791,2022-08-10 08:11:02,76,Quisque id justo sit amet sapien dignissim vestibulum.,45,4.0,pendiente
792,2023-11-02 21:35:17,94,Nunc purus.,45,8.0,pendiente
793,2020-08-18 06:13:16,23,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,90,9.1,pendiente
794,2024-02-28 16:43:34,16,Aliquam sit amet diam in magna bibendum imperdiet.,110,6.0,cancelado
795,2021-11-19 02:25:12,88,Pellentesque ultrices mattis odio.,75,2.5,pendiente
796,2023-01-29 08:21:20,92,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",150,2.5,cancelado
797,2022-07-26 21:30:54,94,Donec vitae nisi.,110,1.2,en transito
798,2024-08-05 13:09:10,121,Nullam sit amet turpis elementum ligula vehicula consequat.,45,6.0,pendiente
799,2024-12-07 02:19:24,105,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",135,1.2,pendiente
800,2023-09-04 19:04:09,2,Suspendisse potenti.,45,8.0,cancelado
801,2020-01-01 07:36:12,107,In hac habitasse platea dictumst.,15,2.5,cancelado
802,2022-12-09 00:09:02,68,Proin at turpis a pede posuere nonummy. Integer non velit.,30,8.0,en transito
803,2021-04-04 06:49:09,93,Donec dapibus. Duis at velit eu est congue elementum.,110,5.5,pendiente
804,2024-04-16 03:42:08,96,Cras pellentesque volutpat dui.,30,2.5,cancelado
805,2021-08-03 23:03:09,71,Nam dui.,45,5.5,pendiente
806,2024-07-10 11:08:55,44,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",135,2.5,cancelado
807,2021-05-05 12:50:19,70,Quisque id justo sit amet sapien dignissim vestibulum.,30,5.5,pendiente
808,2020-03-07 08:04:20,124,Donec posuere metus vitae ipsum. Aliquam non mauris.,15,7.2,entregado
809,2022-02-08 19:45:13,128,Cras non velit nec nisi vulputate nonummy.,135,9.1,entregado
810,2022-05-31 00:14:47,135,Curabitur at ipsum ac tellus semper interdum.,60,3.1,cancelado
811,2020-07-31 11:37:56,147,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",120,8.0,entregado
812,2023-05-21 05:44:22,81,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,135,5.5,cancelado
813,2020-08-20 08:47:01,41,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,120,1.2,pendiente
814,2021-02-18 19:01:40,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",15,9.1,entregado
815,2024-03-30 08:36:11,65,Aenean lectus.,15,9.1,entregado
816,2021-04-26 08:23:22,45,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",150,8.0,pendiente
817,2022-09-23 14:39:32,130,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",30,3.1,cancelado
818,2020-09-16 14:48:34,139,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",60,2.5,entregado
819,2023-09-06 20:29:00,15,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",135,5.5,en transito
820,2024-09-17 03:16:23,137,Duis mattis egestas metus.,135,4.8,en transito
821,2024-04-15 10:29:33,67,Suspendisse accumsan tortor quis turpis. Sed ante.,30,4.8,entregado
822,2024-05-10 04:54:32,116,Donec semper sapien a libero. Nam dui.,60,1.2,entregado
823,2022-06-17 18:44:34,143,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",120,7.2,en transito
824,2021-10-06 06:07:26,98,Etiam vel augue.,60,9.1,entregado
825,2023-11-08 22:12:04,133,In hac habitasse platea dictumst.,110,4.8,entregado
826,2024-08-26 16:10:17,132,Donec posuere metus vitae ipsum.,30,4.8,pendiente
827,2022-07-31 05:23:56,71,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,15,3.1,en transito
828,2020-10-26 22:55:19,127,Nulla mollis molestie lorem.,110,4.0,pendiente
829,2024-09-19 16:41:34,129,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",135,2.5,en transito
830,2021-07-31 07:46:38,126,Proin at turpis a pede posuere nonummy. Integer non velit.,150,4.0,en transito
831,2024-11-26 05:26:41,43,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,150,3.1,entregado
832,2021-04-04 12:30:52,132,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,75,5.5,en transito
833,2023-05-19 00:27:46,57,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",110,5.5,pendiente
834,2022-02-28 10:12:54,139,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",90,3.1,pendiente
835,2020-02-11 08:38:43,69,Nunc nisl.,110,4.8,pendiente
836,2024-08-01 15:28:31,127,Nulla tempus.,90,1.2,entregado
837,2022-03-02 03:19:12,90,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,135,5.5,entregado
838,2023-10-06 08:26:40,49,Etiam faucibus cursus urna. Ut tellus.,15,4.8,pendiente
839,2024-02-16 20:06:46,52,Donec ut mauris eget massa tempor convallis.,150,4.0,pendiente
840,2020-04-20 01:53:03,19,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,30,2.5,en transito
841,2022-03-20 23:27:03,1,Suspendisse accumsan tortor quis turpis. Sed ante.,45,9.1,cancelado
842,2020-05-21 09:58:43,83,Praesent lectus.,15,5.5,entregado
843,2021-10-08 14:36:48,94,Etiam vel augue.,150,7.2,entregado
844,2023-05-30 17:22:48,119,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",110,6.0,entregado
845,2022-09-24 06:44:24,74,Maecenas tincidunt lacus at velit.,135,7.2,en transito
846,2024-01-02 16:47:06,56,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,60,3.1,cancelado
847,2022-07-02 02:09:39,106,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",75,4.0,entregado
848,2024-12-08 20:20:50,84,In sagittis dui vel nisl. Duis ac nibh.,60,4.8,en transito
849,2022-03-26 09:27:49,101,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",135,7.2,entregado
850,2023-05-15 18:27:44,116,Curabitur at ipsum ac tellus semper interdum.,30,3.1,pendiente
851,2020-03-23 15:16:16,91,Aenean fermentum.,15,6.0,pendiente
852,2020-06-05 09:16:00,30,Proin interdum mauris non ligula pellentesque ultrices.,135,2.5,en transito
853,2023-12-13 19:57:38,119,Proin interdum mauris non ligula pellentesque ultrices.,110,9.1,cancelado
854,2020-08-04 02:17:04,131,Donec semper sapien a libero.,135,1.2,cancelado
855,2021-12-16 14:59:02,62,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,75,9.1,cancelado
856,2022-02-09 09:14:15,121,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",15,4.8,cancelado
857,2023-07-13 08:02:15,3,Donec quis orci eget orci vehicula condimentum.,90,6.0,pendiente
858,2020-08-19 16:42:35,141,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,90,1.2,pendiente
859,2022-04-25 16:33:32,17,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,75,3.1,entregado
860,2024-11-01 07:44:18,149,Pellentesque viverra pede ac diam.,120,5.5,pendiente
861,2021-10-20 16:39:26,42,Praesent id massa id nisl venenatis lacinia.,75,2.5,pendiente
862,2022-03-27 08:29:59,104,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,135,3.1,entregado
863,2022-11-07 20:50:44,145,Integer ac neque. Duis bibendum.,30,4.0,cancelado
864,2022-01-29 16:43:00,72,Etiam vel augue. Vestibulum rutrum rutrum neque.,45,5.5,entregado
865,2020-03-21 20:23:26,34,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",15,3.1,en transito
866,2020-11-05 14:35:48,27,Vivamus vel nulla eget eros elementum pellentesque.,15,3.1,en transito
867,2020-01-07 07:09:55,25,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",45,8.0,en transito
868,2022-03-11 00:06:13,88,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",45,5.5,pendiente
869,2023-01-06 13:17:01,69,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",90,4.8,cancelado
870,2022-05-23 08:22:28,91,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",120,8.0,entregado
871,2023-06-20 03:50:54,51,Etiam pretium iaculis justo.,75,4.0,cancelado
872,2024-07-10 07:20:11,121,Sed accumsan felis. Ut at dolor quis odio consequat varius.,45,2.5,entregado
873,2021-06-12 05:10:26,88,Quisque ut erat.,45,8.0,entregado
874,2024-04-19 00:04:04,31,In congue. Etiam justo.,135,2.5,cancelado
875,2021-03-04 12:39:01,3,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",135,3.1,entregado
876,2023-07-04 01:39:38,63,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,45,3.1,en transito
877,2023-06-16 00:56:03,28,Fusce consequat.,120,6.0,pendiente
878,2023-09-17 13:12:40,2,Ut at dolor quis odio consequat varius.,15,9.1,pendiente
879,2023-06-09 13:50:49,136,Fusce posuere felis sed lacus.,110,3.1,entregado
880,2020-07-30 06:44:27,112,Nulla ut erat id mauris vulputate elementum. Nullam varius.,110,4.8,pendiente
881,2022-02-02 04:58:38,40,Nulla tempus.,30,7.2,pendiente
882,2022-09-19 06:09:29,67,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,30,9.1,en transito
883,2021-03-12 00:59:11,41,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",30,8.0,en transito
884,2021-08-12 18:49:06,8,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",90,7.2,entregado
885,2021-12-24 07:10:35,41,Nulla ut erat id mauris vulputate elementum.,120,8.0,entregado
886,2023-11-03 11:54:05,141,Pellentesque ultrices mattis odio.,110,3.1,entregado
887,2020-07-07 03:14:27,27,Aliquam erat volutpat.,90,7.2,en transito
888,2023-12-20 06:56:54,144,Ut at dolor quis odio consequat varius.,75,1.2,entregado
889,2021-05-13 07:44:07,21,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",45,8.0,cancelado
890,2022-05-15 08:26:01,121,Proin eu mi. Nulla ac enim.,15,7.2,cancelado
891,2021-11-22 12:51:24,29,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",30,1.2,pendiente
892,2021-06-26 06:45:13,150,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",30,9.1,pendiente
893,2024-06-03 03:29:10,132,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,135,1.2,cancelado
894,2020-11-22 13:04:39,43,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",45,4.0,pendiente
895,2023-01-07 10:28:31,125,Vivamus tortor. Duis mattis egestas metus.,15,9.1,en transito
896,2023-06-20 13:16:27,13,Morbi non quam nec dui luctus rutrum. Nulla tellus.,30,8.0,entregado
897,2023-09-27 19:38:38,127,Duis at velit eu est congue elementum.,45,8.0,cancelado
898,2022-09-29 17:38:55,115,Integer ac leo. Pellentesque ultrices mattis odio.,15,1.2,entregado
899,2023-12-03 11:13:57,134,Pellentesque at nulla.,135,4.0,pendiente
900,2020-03-08 23:52:17,91,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,60,6.0,entregado
901,2020-10-10 00:43:38,78,Etiam vel augue.,15,8.0,en transito
902,2021-05-18 23:39:12,45,In eleifend quam a odio.,150,9.1,en transito
903,2021-06-06 04:55:00,46,Fusce posuere felis sed lacus.,110,4.8,entregado
904,2021-07-12 07:57:57,104,Donec semper sapien a libero.,30,7.2,pendiente
905,2022-07-05 07:23:21,112,Nulla tellus. In sagittis dui vel nisl.,110,2.5,entregado
906,2023-12-06 21:21:18,140,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,15,8.0,pendiente
907,2024-12-07 04:41:05,45,Praesent lectus.,60,2.5,pendiente
908,2022-01-12 23:59:03,146,Nulla mollis molestie lorem. Quisque ut erat.,135,3.1,en transito
909,2023-10-10 10:52:12,55,Suspendisse potenti.,15,3.1,pendiente
910,2020-12-28 21:27:04,24,Integer a nibh. In quis justo.,15,8.0,pendiente
911,2024-03-22 23:08:34,40,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,90,4.8,cancelado
912,2022-11-02 11:22:09,44,Etiam justo. Etiam pretium iaculis justo.,45,2.5,pendiente
913,2022-06-07 10:39:21,57,Nullam varius.,60,4.8,entregado
914,2021-06-16 15:50:51,148,Ut tellus.,75,8.0,cancelado
915,2022-11-19 11:02:22,36,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",15,7.2,entregado
916,2024-05-23 14:36:39,53,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,30,7.2,pendiente
917,2020-01-27 20:35:15,10,Donec semper sapien a libero. Nam dui.,30,4.0,en transito
918,2023-04-19 00:34:08,8,Aliquam erat volutpat.,135,4.0,en transito
919,2020-09-19 15:16:57,74,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,110,8.0,entregado
920,2021-10-04 03:35:05,110,Integer ac neque.,45,4.0,en transito
921,2022-01-06 00:53:30,131,Etiam justo. Etiam pretium iaculis justo.,90,7.2,entregado
922,2024-10-23 10:15:37,7,Vivamus vestibulum sagittis sapien.,75,7.2,entregado
923,2024-09-29 04:03:28,104,Integer ac neque.,90,7.2,entregado
924,2023-12-31 03:02:05,144,Nam nulla.,120,1.2,entregado
925,2020-08-04 17:12:46,82,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",90,2.5,entregado
926,2022-08-01 16:18:55,63,Sed accumsan felis.,110,6.0,entregado
927,2024-12-09 02:04:37,38,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,110,4.0,entregado
928,2023-03-08 05:40:05,49,In sagittis dui vel nisl.,45,4.0,entregado
929,2023-08-16 07:11:57,137,Integer a nibh.,135,5.5,entregado
930,2024-04-24 05:45:37,95,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",30,6.0,cancelado
931,2023-02-11 04:37:46,68,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",30,4.8,cancelado
932,2023-03-03 12:19:58,34,Cras in purus eu magna vulputate luctus.,75,1.2,en transito
933,2023-04-30 23:26:19,114,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,60,6.0,entregado
934,2022-02-22 23:47:02,60,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,110,6.0,cancelado
935,2023-04-14 01:16:38,100,Duis bibendum.,120,3.1,pendiente
936,2022-02-12 16:49:09,130,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",75,4.8,cancelado
937,2022-10-28 23:44:05,31,In hac habitasse platea dictumst.,60,6.0,cancelado
938,2021-06-14 00:21:45,13,Mauris ullamcorper purus sit amet nulla.,60,4.0,en transito
939,2021-02-27 16:59:37,100,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",135,5.5,en transito
940,2020-02-01 01:11:45,84,Donec vitae nisi.,45,3.1,entregado
941,2021-07-17 05:02:16,97,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",150,1.2,en transito
942,2022-09-12 05:34:07,125,Integer ac leo.,120,4.0,pendiente
943,2022-11-11 14:32:12,109,Curabitur at ipsum ac tellus semper interdum.,120,2.5,cancelado
944,2021-09-11 10:30:39,34,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",135,4.0,pendiente
945,2024-06-15 16:38:26,46,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,110,8.0,entregado
946,2021-11-15 10:18:44,78,Aenean auctor gravida sem.,135,4.0,en transito
947,2023-10-26 12:26:45,108,Aenean auctor gravida sem.,90,9.1,pendiente
948,2024-04-25 11:28:59,95,In hac habitasse platea dictumst.,120,3.1,pendiente
949,2020-11-04 18:23:28,99,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",150,8.0,pendiente
950,2024-12-06 04:47:23,50,Etiam vel augue. Vestibulum rutrum rutrum neque.,75,3.1,entregado
951,2020-08-22 21:19:21,69,Vivamus in felis eu sapien cursus vestibulum.,110,9.1,entregado
952,2022-01-26 05:43:26,128,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,90,5.5,pendiente
953,2020-02-26 22:53:27,88,Duis mattis egestas metus.,30,1.2,cancelado
954,2020-01-13 19:39:14,146,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,15,5.5,pendiente
955,2024-08-18 10:40:25,94,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",110,4.8,pendiente
956,2024-02-15 18:29:28,142,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,45,1.2,cancelado
957,2024-02-11 06:18:14,83,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",135,4.0,pendiente
958,2021-06-25 19:25:27,129,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",45,6.0,entregado
959,2022-01-23 13:26:56,112,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,110,4.8,cancelado
960,2022-01-10 09:51:52,2,Pellentesque ultrices mattis odio.,90,8.0,entregado
961,2022-04-14 21:57:38,83,Morbi vel lectus in quam fringilla rhoncus.,30,1.2,en transito
962,2023-03-25 10:20:15,27,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,90,5.5,entregado
963,2022-06-21 22:24:33,12,Vestibulum rutrum rutrum neque.,45,2.5,entregado
964,2023-12-04 16:29:49,22,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",45,5.5,pendiente
965,2024-09-19 20:34:42,126,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,45,1.2,entregado
966,2021-11-11 20:21:24,115,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,30,8.0,entregado
967,2020-08-14 17:37:20,98,Morbi non quam nec dui luctus rutrum.,120,6.0,en transito
968,2021-06-06 08:00:50,87,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,45,4.0,en transito
969,2022-08-13 12:16:13,121,Praesent blandit. Nam nulla.,45,9.1,pendiente
970,2023-01-30 04:15:01,52,Nulla suscipit ligula in lacus.,150,2.5,pendiente
971,2022-03-18 18:19:05,147,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",30,1.2,entregado
