id_mantenimiento,id_vehiculo,fecha_mantenimiento,tipo_mantenimiento,descripcion_mantenimiento,costo_mantenimiento
728,10,2023-05-07 16:30:22,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",165955.61
729,2,2021-03-18 04:52:15,correctivo,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",311292.65
730,8,2020-04-05 05:26:28,correctivo,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,25252.2
731,3,2024-07-31 19:15:53,correctivo,Nam tristique tortor eu pede.,12617.66
732,1,2021-05-24 13:57:19,correctivo,Curabitur gravida nisi at nibh.,172910.36
733,5,2023-04-05 06:43:31,preventivo,Phasellus in felis.,255844.85
734,10,2023-12-15 03:10:43,correctivo,Suspendisse ornare consequat lectus.,161493.43
735,1,2020-01-12 22:38:26,correctivo,Curabitur at ipsum ac tellus semper interdum.,329172.43
736,4,2022-08-25 17:18:50,preventivo,Curabitur in libero ut massa volutpat convallis.,219176.67
737,7,2023-08-25 09:04:29,correctivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",186526.94
738,3,2020-05-10 15:23:46,preventivo,Nunc purus. Phasellus in felis.,143362.43
739,3,2022-11-05 00:18:25,correctivo,Donec dapibus. Duis at velit eu est congue elementum.,177361.22
740,4,2020-12-07 13:10:15,preventivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",108280.95
741,1,2024-08-17 02:52:30,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",248806.46
742,2,2023-09-14 19:01:44,correctivo,Nulla ut erat id mauris vulputate elementum.,238384.34
743,3,2021-12-16 02:08:08,preventivo,Phasellus sit amet erat. Nulla tempus.,88903.29
744,9,2020-04-18 02:19:39,correctivo,Proin interdum mauris non ligula pellentesque ultrices.,87723.43
745,10,2020-03-15 19:32:13,preventivo,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,199401.22
746,10,2023-12-25 02:07:13,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",30574.64
747,6,2021-02-03 12:38:38,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",140000.3
748,10,2020-06-23 11:26:36,correctivo,Sed ante. Vivamus tortor.,236112.37
749,1,2024-01-21 14:57:34,preventivo,Sed sagittis.,211598.96
750,10,2024-05-31 23:23:26,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",23844.5
751,5,2022-12-21 17:50:32,preventivo,In hac habitasse platea dictumst.,21527.35
752,4,2022-04-01 02:32:59,correctivo,Suspendisse accumsan tortor quis turpis.,29657.18
753,4,2023-02-27 17:58:41,correctivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,178903.62
754,8,2022-07-04 09:20:34,preventivo,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",205245.65
755,2,2024-10-17 06:23:48,preventivo,Maecenas tincidunt lacus at velit.,53971.35
756,6,2020-04-28 20:30:19,preventivo,Nullam varius. Nulla facilisi.,139006.77
757,6,2020-08-30 06:12:15,preventivo,Nam nulla.,126631.25
758,6,2021-06-14 22:29:45,correctivo,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,87495.01
759,10,2024-10-22 07:43:35,preventivo,Suspendisse potenti.,204024.52
760,6,2024-10-26 20:19:03,preventivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",282307.02
761,2,2024-12-14 16:14:36,correctivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,191098.71
762,7,2024-07-31 05:36:38,correctivo,Nulla nisl.,299322.86
763,1,2022-04-17 14:38:56,preventivo,Morbi porttitor lorem id ligula.,77529.17
764,5,2022-01-30 12:41:25,preventivo,Sed ante. Vivamus tortor.,271255.88
765,3,2021-08-27 10:23:49,correctivo,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",59310.4
766,3,2022-02-28 21:59:25,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",122304.03
767,6,2021-11-27 01:34:47,correctivo,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,60281.22
768,8,2023-09-19 14:38:04,correctivo,Cras non velit nec nisi vulputate nonummy.,10653.65
769,7,2021-05-24 11:15:30,correctivo,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,323043.34
770,6,2022-01-24 01:07:35,preventivo,Fusce posuere felis sed lacus.,221831.7
771,7,2023-01-30 11:13:40,preventivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",113929.37
772,6,2020-03-24 18:10:59,preventivo,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,133060.5
773,10,2023-09-30 12:23:47,correctivo,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",168907.75
774,9,2024-10-23 20:26:20,correctivo,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",92261.77
775,5,2024-05-04 05:40:16,preventivo,Duis aliquam convallis nunc.,292486.78
776,3,2024-10-27 18:56:47,correctivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",178282.97
777,10,2024-03-30 08:12:51,correctivo,In congue.,195215.68
778,10,2021-07-16 23:57:27,correctivo,Morbi vel lectus in quam fringilla rhoncus.,51396.03
779,1,2024-04-18 19:40:40,correctivo,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",217998.91
780,5,2021-10-22 14:22:58,correctivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",159219.69
781,9,2021-02-06 04:38:55,correctivo,Nulla ac enim.,228352.01
782,2,2024-12-08 10:29:23,correctivo,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",36209.75
783,9,2021-07-22 06:48:06,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",330807.48
784,2,2024-02-26 03:14:26,correctivo,Aenean sit amet justo. Morbi ut odio.,12316.49
785,7,2023-04-05 08:54:55,preventivo,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,170178.05
786,2,2022-01-31 22:56:08,correctivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",237918.09
787,1,2022-08-16 20:13:50,correctivo,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,233016.51
788,10,2021-06-06 18:04:46,correctivo,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",213281.07
789,2,2020-03-24 19:58:20,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",316074.68
790,8,2024-08-02 04:26:52,correctivo,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",235875.66
791,7,2020-03-24 18:04:25,preventivo,Pellentesque eget nunc.,154558.88
792,1,2021-07-13 06:17:59,preventivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",139202.6
793,6,2020-07-18 23:57:26,correctivo,Proin interdum mauris non ligula pellentesque ultrices.,236227.87
794,6,2023-06-29 14:25:42,correctivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",189413.15
795,7,2022-05-24 12:20:44,preventivo,Aliquam erat volutpat. In congue.,116258.01
796,1,2024-06-01 18:48:49,correctivo,Etiam vel augue. Vestibulum rutrum rutrum neque.,204306.77
797,4,2020-06-04 23:19:56,preventivo,Ut tellus. Nulla ut erat id mauris vulputate elementum.,108657.97
798,2,2022-07-23 03:25:05,preventivo,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,121194.82
799,10,2021-01-23 02:08:39,preventivo,Maecenas ut massa quis augue luctus tincidunt.,165391.17
800,5,2021-01-23 05:56:06,correctivo,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,105232.82
801,10,2021-05-25 23:42:26,correctivo,Proin at turpis a pede posuere nonummy.,185067.62
802,5,2022-11-15 16:10:08,correctivo,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",294719.93
803,5,2020-03-09 05:57:29,preventivo,Sed vel enim sit amet nunc viverra dapibus.,69544.36
804,6,2024-07-30 21:24:34,preventivo,Ut at dolor quis odio consequat varius. Integer ac leo.,211040.46
805,10,2024-07-27 11:26:01,preventivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",70192.99
806,3,2021-12-17 02:17:29,preventivo,In sagittis dui vel nisl.,314239.87
807,4,2023-03-02 05:36:19,correctivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",276978.83
808,4,2024-03-04 12:50:27,correctivo,Suspendisse potenti.,181117.71
809,9,2024-05-24 11:58:25,correctivo,Nunc purus. Phasellus in felis.,29432.83
810,4,2021-10-21 22:32:29,correctivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",178111.31
811,2,2024-10-07 06:32:19,preventivo,Nullam molestie nibh in lectus.,22877.29
812,10,2023-10-12 09:07:25,correctivo,Suspendisse accumsan tortor quis turpis.,319702.64
813,8,2021-04-06 06:49:04,preventivo,Integer ac leo. Pellentesque ultrices mattis odio.,133714.66
814,2,2020-02-12 14:23:35,correctivo,Aliquam sit amet diam in magna bibendum imperdiet.,243693.95
815,4,2024-08-23 15:50:25,correctivo,Morbi non lectus.,65067.1
816,5,2021-09-05 07:01:05,correctivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",66584.44
817,1,2021-06-25 09:42:19,correctivo,Proin risus.,309787.18
818,4,2021-07-20 22:32:04,correctivo,Donec dapibus. Duis at velit eu est congue elementum.,273620.32
819,6,2020-04-28 02:37:53,correctivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",67793.06
820,5,2022-03-29 21:03:15,preventivo,Morbi vel lectus in quam fringilla rhoncus.,151765.57
821,6,2020-04-06 02:20:33,correctivo,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,180441.98
822,3,2021-06-21 23:16:47,preventivo,Donec semper sapien a libero. Nam dui.,316395.09
823,8,2021-11-15 22:22:07,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",246372.13
824,1,2024-02-09 12:43:17,preventivo,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,208910.68
825,2,2023-02-16 16:01:17,correctivo,Nullam molestie nibh in lectus.,37071.4
826,8,2024-07-24 06:23:56,correctivo,Etiam justo.,341350.4
827,10,2020-08-28 00:08:08,correctivo,Pellentesque ultrices mattis odio. Donec vitae nisi.,210684.32
828,4,2020-08-30 13:52:16,correctivo,In hac habitasse platea dictumst.,179115.76
829,9,2021-05-02 19:47:34,correctivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",28318.3
830,1,2020-12-14 01:01:35,preventivo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",53124.87
831,10,2022-05-02 04:09:15,correctivo,In blandit ultrices enim.,160108.65
832,8,2024-03-29 09:54:26,correctivo,Maecenas tincidunt lacus at velit.,80262.7
833,6,2023-04-19 14:23:24,correctivo,Mauris lacinia sapien quis libero.,125595.07
834,6,2022-10-10 16:00:06,correctivo,Duis at velit eu est congue elementum.,201684.34
835,10,2023-10-16 07:22:05,correctivo,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",105338.74
836,3,2023-04-08 06:07:19,correctivo,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",280930.77
837,3,2022-08-02 03:26:52,correctivo,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",199501.1
838,9,2024-01-27 05:41:43,correctivo,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",320055.98
839,10,2023-07-11 01:22:45,preventivo,Quisque porta volutpat erat.,236199.04
840,1,2024-05-20 08:06:27,correctivo,Pellentesque at nulla. Suspendisse potenti.,89947.35
841,7,2023-10-18 22:45:35,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",178078.12
842,9,2023-11-25 10:35:25,preventivo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",195663.54
843,8,2024-11-03 11:47:17,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",342180.16
844,7,2024-05-24 02:32:47,correctivo,Phasellus sit amet erat. Nulla tempus.,203103.21
845,2,2022-07-29 02:56:10,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",80235.21
846,6,2024-09-20 19:05:49,correctivo,Nunc nisl.,168856.9
847,2,2024-05-08 21:52:40,correctivo,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",212570.29
848,3,2020-11-18 06:57:06,preventivo,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",305477.65
849,9,2021-06-27 06:27:07,preventivo,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,81989.72
850,3,2022-06-22 11:37:57,correctivo,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",219906.52
851,4,2023-07-31 23:10:02,correctivo,Morbi vel lectus in quam fringilla rhoncus.,73763.07
852,5,2022-09-01 22:36:42,preventivo,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,346867.94
853,5,2020-06-27 13:15:05,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",96147.83
854,6,2020-10-14 05:14:46,preventivo,Fusce consequat. Nulla nisl.,105658.1
855,1,2021-06-29 17:20:32,preventivo,Donec posuere metus vitae ipsum. Aliquam non mauris.,228522.01
856,3,2021-01-09 15:59:58,correctivo,Suspendisse potenti.,97558.63
857,3,2024-12-10 06:18:17,preventivo,Pellentesque at nulla. Suspendisse potenti.,190183.92
858,8,2021-09-27 15:19:54,preventivo,In eleifend quam a odio.,194145.39
859,1,2024-06-12 08:04:10,correctivo,Aenean auctor gravida sem.,279817.57
860,5,2021-05-21 13:20:11,preventivo,Vestibulum ac est lacinia nisi venenatis tristique.,36002.0
861,5,2020-12-05 17:48:27,correctivo,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",196164.38
862,9,2024-06-25 16:37:02,correctivo,Curabitur in libero ut massa volutpat convallis.,260390.36
863,10,2022-07-19 08:32:02,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",321443.69
864,3,2022-11-09 02:09:50,preventivo,Sed ante.,281384.76
865,1,2021-01-07 00:47:04,preventivo,Integer a nibh. In quis justo.,155485.31
866,5,2023-04-15 20:50:54,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",64754.55
867,6,2022-03-12 01:59:42,preventivo,Aliquam sit amet diam in magna bibendum imperdiet.,172511.35
868,10,2021-11-01 18:30:50,correctivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",130184.47
869,3,2021-10-26 12:17:13,correctivo,Nullam molestie nibh in lectus.,246195.45
870,6,2022-10-28 17:57:07,preventivo,Phasellus sit amet erat.,11584.22
871,6,2020-06-20 07:56:13,preventivo,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,303961.46
872,3,2020-11-30 16:50:52,correctivo,Donec ut mauris eget massa tempor convallis.,154004.84
873,4,2023-07-10 11:22:47,preventivo,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,28849.62
874,5,2021-02-16 02:40:50,correctivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",206957.8
875,10,2021-10-09 11:53:57,preventivo,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",24000.15
876,2,2020-12-27 11:04:50,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",228888.12
877,5,2020-12-03 12:17:23,correctivo,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",330254.28
878,7,2022-11-23 13:02:59,correctivo,Quisque ut erat.,150438.28
879,3,2020-10-15 15:25:52,correctivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",19923.18
880,5,2020-03-25 06:38:29,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,279068.02
881,1,2022-07-29 13:17:42,correctivo,Donec dapibus.,162489.56
882,3,2024-12-29 22:19:38,correctivo,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",321853.2
883,1,2022-02-03 11:58:27,correctivo,Aenean lectus. Pellentesque eget nunc.,199690.77
884,6,2024-01-30 23:45:08,preventivo,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,114579.54
885,8,2024-04-01 21:20:21,correctivo,Aliquam quis turpis eget elit sodales scelerisque.,291320.38
886,2,2022-03-10 02:07:44,preventivo,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,224100.19
887,2,2023-05-03 06:19:10,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",129655.25
888,9,2024-10-05 22:50:00,preventivo,Aenean sit amet justo.,337586.84
889,7,2021-07-04 23:42:31,correctivo,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",287206.55
890,10,2021-09-02 02:52:17,preventivo,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",327031.92
891,3,2024-09-27 17:04:23,preventivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",142836.52
892,9,2020-07-18 19:11:14,preventivo,In hac habitasse platea dictumst.,138023.12
893,7,2023-01-18 20:26:36,correctivo,Donec semper sapien a libero. Nam dui.,194517.96
894,5,2024-02-29 00:11:33,preventivo,Sed sagittis.,314471.9
895,4,2024-01-01 11:21:37,correctivo,Cras in purus eu magna vulputate luctus.,259319.42
896,7,2024-05-06 14:47:43,correctivo,Aliquam non mauris.,103540.51
897,7,2024-05-22 09:11:22,preventivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",204547.72
898,3,2024-08-02 04:03:35,correctivo,Curabitur at ipsum ac tellus semper interdum.,189086.64
899,4,2023-03-23 20:28:05,correctivo,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",347802.93
900,7,2020-01-23 16:00:26,preventivo,In sagittis dui vel nisl. Duis ac nibh.,104784.6
901,9,2023-07-17 20:41:38,preventivo,Integer ac leo. Pellentesque ultrices mattis odio.,147621.11
902,4,2020-11-03 09:39:17,correctivo,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,248913.42
903,9,2021-05-03 02:31:55,correctivo,Donec semper sapien a libero.,96394.19
904,8,2024-08-24 13:25:03,preventivo,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,131304.65
905,6,2021-12-13 18:54:54,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",293026.5
906,3,2020-08-07 23:54:32,correctivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",346208.41
907,9,2020-03-17 09:00:07,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",224982.6
908,9,2021-08-16 09:50:30,correctivo,Maecenas tincidunt lacus at velit.,144432.01
909,9,2021-04-14 16:26:24,preventivo,Nulla tellus.,26031.42
910,4,2022-08-02 22:43:09,correctivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",252375.8
911,1,2022-08-31 23:05:46,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",171129.74
912,8,2022-04-30 00:26:31,correctivo,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",339165.96
913,5,2021-08-23 21:02:46,correctivo,In eleifend quam a odio. In hac habitasse platea dictumst.,111974.81
914,4,2023-06-25 21:38:10,preventivo,Nunc nisl.,194100.76
915,4,2024-09-29 16:03:31,preventivo,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",226241.9
916,3,2024-02-14 13:43:47,preventivo,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,288275.04
917,9,2020-08-08 13:24:19,correctivo,In blandit ultrices enim.,271127.14
918,1,2024-10-11 14:16:28,correctivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,88101.21
919,8,2023-02-10 13:43:53,correctivo,Phasellus in felis.,83234.2
920,8,2022-04-18 14:30:43,correctivo,Suspendisse accumsan tortor quis turpis. Sed ante.,81062.29
921,4,2022-07-05 13:07:43,correctivo,Suspendisse potenti. Nullam porttitor lacus at turpis.,153244.21
922,8,2023-12-27 17:18:37,correctivo,Praesent lectus.,118073.44
923,10,2020-06-17 00:57:43,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",214242.26
924,9,2020-05-06 20:38:25,correctivo,Fusce consequat.,243581.91
925,9,2024-08-26 05:28:58,correctivo,Morbi non lectus.,86773.13
926,2,2021-10-02 11:03:08,preventivo,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",80219.5
927,5,2024-02-04 20:18:22,correctivo,Nullam molestie nibh in lectus. Pellentesque at nulla.,335067.85
928,8,2022-04-18 15:37:18,preventivo,Nulla ac enim.,160353.37
929,1,2022-07-27 15:39:34,correctivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",159186.03
930,7,2023-02-18 23:02:56,preventivo,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",184442.54
931,5,2024-07-19 17:58:57,preventivo,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",112287.93
932,1,2024-12-24 21:46:33,correctivo,Fusce consequat. Nulla nisl.,148409.7
933,7,2024-04-20 01:51:12,preventivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",28423.82
934,6,2021-05-12 23:47:59,preventivo,Morbi quis tortor id nulla ultrices aliquet.,81581.85
935,7,2023-10-23 17:49:21,correctivo,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",184937.43
936,5,2023-04-26 16:36:31,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",277555.06
937,5,2023-06-20 01:12:59,correctivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",295035.88
938,7,2022-12-20 12:05:34,correctivo,Suspendisse potenti. Nullam porttitor lacus at turpis.,73867.82
939,6,2023-05-07 10:29:28,preventivo,Curabitur at ipsum ac tellus semper interdum.,30414.25
940,2,2024-09-10 21:41:03,preventivo,In hac habitasse platea dictumst.,145452.2
941,5,2023-01-17 14:06:42,correctivo,Duis mattis egestas metus. Aenean fermentum.,135575.24
942,1,2022-01-20 02:16:17,preventivo,Vestibulum ac est lacinia nisi venenatis tristique.,207044.81
943,8,2020-01-17 00:31:13,correctivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",254462.8
944,3,2023-09-21 05:50:06,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,73203.49
945,4,2023-02-02 02:27:35,correctivo,Mauris sit amet eros.,95147.17
946,8,2024-05-16 11:14:55,correctivo,Fusce consequat.,328812.53
947,7,2020-07-27 16:12:30,correctivo,Fusce posuere felis sed lacus.,25900.71
948,2,2022-02-06 04:30:08,preventivo,Suspendisse potenti. In eleifend quam a odio.,81255.93
949,7,2021-05-12 17:25:41,preventivo,Nunc rhoncus dui vel sem.,188264.1
950,5,2022-09-21 20:48:25,correctivo,In hac habitasse platea dictumst.,129111.63
951,2,2024-10-20 18:33:20,correctivo,Nulla tempus.,135709.63
952,4,2023-09-15 15:09:54,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",196324.73
953,8,2021-01-19 04:23:03,preventivo,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,18061.35
954,8,2024-02-10 16:43:27,preventivo,Cras non velit nec nisi vulputate nonummy.,176883.49
955,5,2020-04-08 13:57:15,correctivo,Suspendisse potenti. Nullam porttitor lacus at turpis.,94827.88
956,7,2023-03-17 17:09:49,correctivo,Quisque porta volutpat erat.,209547.95
957,3,2020-03-22 15:38:25,preventivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",121859.65
958,7,2022-12-28 15:30:18,correctivo,Donec ut dolor.,147230.44
959,6,2022-07-02 13:31:56,preventivo,Nunc purus. Phasellus in felis.,206402.76
960,5,2023-07-20 06:59:43,correctivo,Phasellus sit amet erat.,188245.65
961,8,2022-07-22 01:50:41,preventivo,Ut at dolor quis odio consequat varius.,81551.09
